"sep=;"
"ordinal_id";"github_repo_id";"repo_full_name";"repo_html_url";"repo_forks_count";"stargazers_count";"contributors_count";"repo_created_at";"repo_is_fork";"repo_has_issues";"repo_open_issues_count";"repo_has_wiki";"repo_network_count";"repo_pushed_at";"repo_size";"repo_updated_at";"repo_watchers_count";"project_id";"project_name";"project_url";"project_htmlurl";"project_created_at";"project_updated_at";"project_homepage_url";"project_average_rating";"project_rating_count";"project_review_count";"project_activity_level";"project_user_count";"twelve_month_contributor_count";"total_contributor_count";"twelve_month_commit_count";"total_commit_count";"total_code_lines";"main_language_name";"developer_works_during_bd";"developer_works_period";"developer_all_pushes";"developer_all_stars_given";"developer_all_creations";"developer_all_issues_created";"developer_all_pull_requests"
"23";"clintbellanger/flare-engine";"clintbellanger/flare-engine";"https://github.com/clintbellanger/flare-engine";"87";"262";"7";"2012-09-17 20:30:02";"False";"True";"60";"True";"87";"2015-01-18 22:20:40";"16876";"2015-01-18 22:20:40";"262";"483212";"Flare";"https://www.openhub.net/p/flare-rpg-engine.xml";"https://www.openhub.net/p/flare-rpg-engine";"2010-05-26T15:30:58Z";"2015-01-10T23:12:18Z";"https://github.com/clintbellanger/flare-engine";"5.0";"5";"0";"60";"10";"13";"61";"772";"4687";"32727";"C++";"True";"3";"3";"3";"0";"0";"1"
"3";"sgothel/jogl";"sgothel/jogl";"https://github.com/sgothel/jogl";"78";"134";"3";"2009-11-10 02:21:12";"False";"False";"5";"False";"78";"2014-10-24 15:53:57";"141440";"2015-01-09 13:46:40";"134";"559";"jogl";"https://www.openhub.net/p/jogl.xml";"https://www.openhub.net/p/jogl";"2006-10-10T15:51:31Z";"2015-01-13T23:59:31Z";"http://jogl.jogamp.org/";"5.0";"8";"0";"60";"22";"9";"61";"1172";"11367";"819021";"Java";"None";"0";"0";"0";"0";"0";"0"
"62";"SpoutDev/Spout";"SpoutDev/Spout";"https://github.com/SpoutDev/Spout";"119";"363";"11";"2011-05-01 16:23:36";"False";"False";"0";"False";"119";"2014-01-03 04:21:18";"61058";"2015-01-19 00:09:56";"363";"634214";"Spout";"https://www.openhub.net/p/spout.xml";"https://www.openhub.net/p/spout";"2013-03-14T22:02:18Z";"2014-12-27T04:02:38Z";"http://www.spout.org";"5.0";"2";"0";"30";"5";"0";"99";"2";"5912";"70573";"Java";"False";"65";"171";"0";"9";"86";"0"
"72";"stuntrally/stuntrally";"stuntrally/stuntrally";"https://github.com/stuntrally/stuntrally";"25";"77";"3";"2011-04-10 15:18:49";"False";"False";"0";"True";"25";"2015-01-17 11:28:14";"981599";"2015-01-17 11:28:22";"77";"489200";"Stunt Rally";"https://www.openhub.net/p/stuntrally.xml";"https://www.openhub.net/p/stuntrally";"2011-04-10T14:21:59Z";"2014-11-12T01:01:16Z";"http://code.google.com/p/vdrift-ogre";"5.0";"2";"0";"0";"4";"5";"11";"1019";"5243";"89993";"C++";"False";"6";"0";"11";"0";"0";"0"
"23";"clintbellanger/flare-engine";"clintbellanger/flare-engine";"https://github.com/clintbellanger/flare-engine";"87";"262";"7";"2012-09-17 20:30:02";"False";"True";"60";"True";"87";"2015-01-18 22:20:40";"16876";"2015-01-18 22:20:40";"262";"483212";"Flare";"https://www.openhub.net/p/flare-rpg-engine.xml";"https://www.openhub.net/p/flare-rpg-engine";"2010-05-26T15:30:58Z";"2015-01-10T23:12:18Z";"https://github.com/clintbellanger/flare-engine";"5.0";"5";"0";"60";"10";"13";"61";"772";"4687";"32727";"C++";"True";"1095";"1735";"0";"310";"0";"191"
"62";"SpoutDev/Spout";"SpoutDev/Spout";"https://github.com/SpoutDev/Spout";"119";"363";"11";"2011-05-01 16:23:36";"False";"False";"0";"False";"119";"2014-01-03 04:21:18";"61058";"2015-01-19 00:09:56";"363";"634214";"Spout";"https://www.openhub.net/p/spout.xml";"https://www.openhub.net/p/spout";"2013-03-14T22:02:18Z";"2014-12-27T04:02:38Z";"http://www.spout.org";"5.0";"2";"0";"30";"5";"0";"99";"2";"5912";"70573";"Java";"True";"1270";"83";"0";"0";"1148";"10"
"45";"vcmi/vcmi";"vcmi/vcmi";"https://github.com/vcmi/vcmi";"41";"145";"1";"2014-04-06 13:42:23";"False";"False";"2";"False";"41";"2015-01-18 16:49:46";"28775";"2015-01-19 02:17:46";"145";"317219";"VCMI";"https://www.openhub.net/p/VCMI.xml";"https://www.openhub.net/p/VCMI";"2009-02-24T10:19:53Z";"2015-01-15T20:50:20Z";"http://forum.vcmi.eu/portal.php";"5.0";"2";"0";"60";"6";"25";"45";"1057";"4593";"139952";"C++";"False";"6";"2";"0";"0";"2";"1"
"23";"clintbellanger/flare-engine";"clintbellanger/flare-engine";"https://github.com/clintbellanger/flare-engine";"87";"262";"7";"2012-09-17 20:30:02";"False";"True";"60";"True";"87";"2015-01-18 22:20:40";"16876";"2015-01-18 22:20:40";"262";"483212";"Flare";"https://www.openhub.net/p/flare-rpg-engine.xml";"https://www.openhub.net/p/flare-rpg-engine";"2010-05-26T15:30:58Z";"2015-01-10T23:12:18Z";"https://github.com/clintbellanger/flare-engine";"5.0";"5";"0";"60";"10";"13";"61";"772";"4687";"32727";"C++";"True";"18";"4";"3";"4";"0";"0"
"23";"clintbellanger/flare-engine";"clintbellanger/flare-engine";"https://github.com/clintbellanger/flare-engine";"87";"262";"7";"2012-09-17 20:30:02";"False";"True";"60";"True";"87";"2015-01-18 22:20:40";"16876";"2015-01-18 22:20:40";"262";"483212";"Flare";"https://www.openhub.net/p/flare-rpg-engine.xml";"https://www.openhub.net/p/flare-rpg-engine";"2010-05-26T15:30:58Z";"2015-01-10T23:12:18Z";"https://github.com/clintbellanger/flare-engine";"5.0";"5";"0";"60";"10";"13";"61";"772";"4687";"32727";"C++";"False";"352";"272";"0";"0";"92";"125"
"58";"PerlGameDev/Alien-SDL";"PerlGameDev/Alien-SDL";"https://github.com/PerlGameDev/Alien-SDL";"3";"10";"3";"2009-08-07 01:16:59";"False";"True";"1";"False";"3";"2014-09-25 12:15:38";"1307";"2014-09-08 20:24:54";"10";"43354";"SDL Perl";"https://www.openhub.net/p/sdlpl.xml";"https://www.openhub.net/p/sdlpl";"2008-12-15T14:47:01Z";"2015-01-10T20:48:02Z";"http://sdl.perl.org";"5.0";"2";"0";"40";"5";"3";"35";"33";"3260";"63042";"Perl";"False";"42";"77";"0";"12";"4";"5"
