"sep=;"
"ordinal_id";"github_repo_id";"repo_full_name";"repo_html_url";"repo_forks_count";"repo_stargazers_count";"repo_created_at";"repo_is_fork";"repo_has_issues";"repo_open_issues_count";"repo_has_wiki";"repo_network_count";"repo_pushed_at";"repo_size";"repo_updated_at";"wrepo_atchers_count";"project_id";"project_name";"project_url";"project_htmlurl";"project_created_at";"project_updated_at";"project_homepage_url";"project_average_rating";"project_rating_count";"project_review_count";"project_activity_level";"project_user_count";"twelve_month_contributor_count";"total_contributor_count";"twelve_month_commit_count";"total_commit_count";"total_code_lines";"main_language_name";"developer_works_during_bd";"developer_works_period";"developer_all_pushes";"developer_all_stars_given";"developer_all_creations";"developer_all_issues_created";"developer_all_pull_requests"
"1016";"zkoss/zk";"zkoss/zk";"https://github.com/zkoss/zk";"88";"144";"17";"2011-05-20 10:25:18";"False";"True";"0";"True";"88";"2015-01-06 02:31:04";"734129";"2015-01-05 12:22:47";"144";"4322";"ZK";"https://www.openhub.net/p/zk.xml";"https://www.openhub.net/p/zk";"2007-02-05T23:53:51Z";"2014-12-29T11:09:24Z";"http://code.google.com/p/zkoss";"4.22222";"9";"0";"0";"16";"25";"39";"NaN";"44357";"778298";"Java";"False";"892";"2181";"0";"21";"0";"107"
"973";"dojo/dijit";"dojo/dijit";"https://github.com/dojo/dijit";"130";"94";"20";"2013-05-19 19:50:33";"False";"False";"8";"False";"130";"2015-01-03 22:59:04";"40272";"2015-01-03 22:59:06";"94";"3548";"Dojo Toolkit";"https://www.openhub.net/p/dojo.xml";"https://www.openhub.net/p/dojo";"2006-11-09T22:38:33Z";"2015-01-05T07:18:07Z";"http://dojotoolkit.org/";"4.37931";"58";"0";"60";"182";"94";"364";"595";"36032";"759111";"JavaScript";"False";"1";"1";"0";"0";"0";"0"
"870";"droolsjbpm/droolsjbpm-integration";"droolsjbpm/droolsjbpm-integration";"https://github.com/droolsjbpm/droolsjbpm-integration";"166";"70";"37";"2011-02-14 14:02:11";"False";"False";"9";"True";"166";"2015-01-05 21:37:28";"47868";"2015-01-05 21:37:28";"70";"3492";"JBoss Drools";"https://www.openhub.net/p/jboss-drools.xml";"https://www.openhub.net/p/jboss-drools";"2006-10-31T18:24:49Z";"2015-01-06T02:17:05Z";"http://www.jboss.org/drools";"4.6";"20";"3";"70";"67";"63";"197";"3282";"28235";"1162827";"Java";"False";"968";"1320";"0";"33";"0";"45"
"998";"AKSW/Erfurt";"AKSW/Erfurt";"https://github.com/AKSW/Erfurt";"21";"32";"13";"2011-05-18 12:51:53";"False";"True";"20";"True";"21";"2014-12-16 12:58:44";"23387";"2015-01-02 15:40:19";"32";"6288";"OntoWiki";"https://www.openhub.net/p/ontowiki.xml";"https://www.openhub.net/p/ontowiki";"2007-06-27T14:52:13Z";"2014-12-19T16:25:22Z";"http://ontowiki.net";"4.28571";"7";"0";"50";"21";"11";"45";"168";"5036";"166506";"PHP";"True";"72";"163";"0";"5";"34";"0"
"896";"kohana/kohana";"kohana/kohana";"https://github.com/kohana/kohana";"359";"1410";"12";"2009-07-28 16:09:23";"False";"True";"10";"True";"359";"2015-01-05 12:36:00";"2920";"2015-01-06 00:32:23";"1410";"9273";"Kohana";"https://www.openhub.net/p/Kohana.xml";"https://www.openhub.net/p/Kohana";"2007-10-22T13:13:33Z";"2014-12-17T19:54:31Z";"http://kohanaframework.org/";"4.51282";"39";"0";"30";"80";"7";"110";"84";"8322";"43067";"PHP";"True";"700";"786";"0";"0";"63";"97"
"1016";"zkoss/zk";"zkoss/zk";"https://github.com/zkoss/zk";"88";"144";"17";"2011-05-20 10:25:18";"False";"True";"0";"True";"88";"2015-01-06 02:31:04";"734129";"2015-01-05 12:22:47";"144";"4322";"ZK";"https://www.openhub.net/p/zk.xml";"https://www.openhub.net/p/zk";"2007-02-05T23:53:51Z";"2014-12-29T11:09:24Z";"http://code.google.com/p/zkoss";"4.22222";"9";"0";"0";"16";"25";"39";"NaN";"44357";"778298";"Java";"False";"24";"18";"0";"10";"1";"1"
"965";"modxcms/revolution";"modxcms/revolution";"https://github.com/modxcms/revolution";"333";"640";"2";"2010-07-29 21:03:57";"False";"True";"1077";"False";"333";"2014-12-04 15:22:47";"72941";"2014-12-17 16:52:02";"640";"3212";"MODX";"https://www.openhub.net/p/modx.xml";"https://www.openhub.net/p/modx";"2006-10-18T02:36:28Z";"2014-12-26T01:43:00Z";"http://modx.com/";"4.4";"35";"0";"70";"53";"88";"186";"2020";"11070";"499963";"PHP";"True";"6";"2";"3";"1";"0";"0"
"973";"dojo/dijit";"dojo/dijit";"https://github.com/dojo/dijit";"130";"94";"20";"2013-05-19 19:50:33";"False";"False";"8";"False";"130";"2015-01-03 22:59:04";"40272";"2015-01-03 22:59:06";"94";"3548";"Dojo Toolkit";"https://www.openhub.net/p/dojo.xml";"https://www.openhub.net/p/dojo";"2006-11-09T22:38:33Z";"2015-01-05T07:18:07Z";"http://dojotoolkit.org/";"4.37931";"58";"0";"60";"182";"94";"364";"595";"36032";"759111";"JavaScript";"False";"6";"13";"7";"4";"0";"0"
"870";"droolsjbpm/droolsjbpm-integration";"droolsjbpm/droolsjbpm-integration";"https://github.com/droolsjbpm/droolsjbpm-integration";"166";"70";"37";"2011-02-14 14:02:11";"False";"False";"9";"True";"166";"2015-01-05 21:37:28";"47868";"2015-01-05 21:37:28";"70";"3492";"JBoss Drools";"https://www.openhub.net/p/jboss-drools.xml";"https://www.openhub.net/p/jboss-drools";"2006-10-31T18:24:49Z";"2015-01-06T02:17:05Z";"http://www.jboss.org/drools";"4.6";"20";"3";"70";"67";"63";"197";"3282";"28235";"1162827";"Java";"True";"440";"786";"0";"1";"0";"3"
"998";"AKSW/Erfurt";"AKSW/Erfurt";"https://github.com/AKSW/Erfurt";"21";"32";"13";"2011-05-18 12:51:53";"False";"True";"20";"True";"21";"2014-12-16 12:58:44";"23387";"2015-01-02 15:40:19";"32";"6288";"OntoWiki";"https://www.openhub.net/p/ontowiki.xml";"https://www.openhub.net/p/ontowiki";"2007-06-27T14:52:13Z";"2014-12-19T16:25:22Z";"http://ontowiki.net";"4.28571";"7";"0";"50";"21";"11";"45";"168";"5036";"166506";"PHP";"True";"16";"42";"5";"2";"0";"0"
"896";"kohana/kohana";"kohana/kohana";"https://github.com/kohana/kohana";"359";"1410";"12";"2009-07-28 16:09:23";"False";"True";"10";"True";"359";"2015-01-05 12:36:00";"2920";"2015-01-06 00:32:23";"1410";"9273";"Kohana";"https://www.openhub.net/p/Kohana.xml";"https://www.openhub.net/p/Kohana";"2007-10-22T13:13:33Z";"2014-12-17T19:54:31Z";"http://kohanaframework.org/";"4.51282";"39";"0";"30";"80";"7";"110";"84";"8322";"43067";"PHP";"True";"3";"3";"1";"0";"0";"0"
"1016";"zkoss/zk";"zkoss/zk";"https://github.com/zkoss/zk";"88";"144";"17";"2011-05-20 10:25:18";"False";"True";"0";"True";"88";"2015-01-06 02:31:04";"734129";"2015-01-05 12:22:47";"144";"4322";"ZK";"https://www.openhub.net/p/zk.xml";"https://www.openhub.net/p/zk";"2007-02-05T23:53:51Z";"2014-12-29T11:09:24Z";"http://code.google.com/p/zkoss";"4.22222";"9";"0";"0";"16";"25";"39";"NaN";"44357";"778298";"Java";"None";"0";"0";"0";"0";"0";"0"
"965";"modxcms/revolution";"modxcms/revolution";"https://github.com/modxcms/revolution";"333";"640";"2";"2010-07-29 21:03:57";"False";"True";"1077";"False";"333";"2014-12-04 15:22:47";"72941";"2014-12-17 16:52:02";"640";"3212";"MODX";"https://www.openhub.net/p/modx.xml";"https://www.openhub.net/p/modx";"2006-10-18T02:36:28Z";"2014-12-26T01:43:00Z";"http://modx.com/";"4.4";"35";"0";"70";"53";"88";"186";"2020";"11070";"499963";"PHP";"True";"198";"78";"0";"14";"25";"0"
"973";"dojo/dijit";"dojo/dijit";"https://github.com/dojo/dijit";"130";"94";"20";"2013-05-19 19:50:33";"False";"False";"8";"False";"130";"2015-01-03 22:59:04";"40272";"2015-01-03 22:59:06";"94";"3548";"Dojo Toolkit";"https://www.openhub.net/p/dojo.xml";"https://www.openhub.net/p/dojo";"2006-11-09T22:38:33Z";"2015-01-05T07:18:07Z";"http://dojotoolkit.org/";"4.37931";"58";"0";"60";"182";"94";"364";"595";"36032";"759111";"JavaScript";"True";"320";"971";"0";"45";"33";"24"
"870";"droolsjbpm/droolsjbpm-integration";"droolsjbpm/droolsjbpm-integration";"https://github.com/droolsjbpm/droolsjbpm-integration";"166";"70";"37";"2011-02-14 14:02:11";"False";"False";"9";"True";"166";"2015-01-05 21:37:28";"47868";"2015-01-05 21:37:28";"70";"3492";"JBoss Drools";"https://www.openhub.net/p/jboss-drools.xml";"https://www.openhub.net/p/jboss-drools";"2006-10-31T18:24:49Z";"2015-01-06T02:17:05Z";"http://www.jboss.org/drools";"4.6";"20";"3";"70";"67";"63";"197";"3282";"28235";"1162827";"Java";"False";"156";"475";"0";"0";"0";"1"
"998";"AKSW/Erfurt";"AKSW/Erfurt";"https://github.com/AKSW/Erfurt";"21";"32";"13";"2011-05-18 12:51:53";"False";"True";"20";"True";"21";"2014-12-16 12:58:44";"23387";"2015-01-02 15:40:19";"32";"6288";"OntoWiki";"https://www.openhub.net/p/ontowiki.xml";"https://www.openhub.net/p/ontowiki";"2007-06-27T14:52:13Z";"2014-12-19T16:25:22Z";"http://ontowiki.net";"4.28571";"7";"0";"50";"21";"11";"45";"168";"5036";"166506";"PHP";"False";"12";"32";"0";"0";"0";"0"
"896";"kohana/kohana";"kohana/kohana";"https://github.com/kohana/kohana";"359";"1410";"12";"2009-07-28 16:09:23";"False";"True";"10";"True";"359";"2015-01-05 12:36:00";"2920";"2015-01-06 00:32:23";"1410";"9273";"Kohana";"https://www.openhub.net/p/Kohana.xml";"https://www.openhub.net/p/Kohana";"2007-10-22T13:13:33Z";"2014-12-17T19:54:31Z";"http://kohanaframework.org/";"4.51282";"39";"0";"30";"80";"7";"110";"84";"8322";"43067";"PHP";"True";"8";"6";"0";"0";"4";"3"
"1016";"zkoss/zk";"zkoss/zk";"https://github.com/zkoss/zk";"88";"144";"17";"2011-05-20 10:25:18";"False";"True";"0";"True";"88";"2015-01-06 02:31:04";"734129";"2015-01-05 12:22:47";"144";"4322";"ZK";"https://www.openhub.net/p/zk.xml";"https://www.openhub.net/p/zk";"2007-02-05T23:53:51Z";"2014-12-29T11:09:24Z";"http://code.google.com/p/zkoss";"4.22222";"9";"0";"0";"16";"25";"39";"NaN";"44357";"778298";"Java";"False";"63";"153";"0";"3";"47";"0"
"973";"dojo/dijit";"dojo/dijit";"https://github.com/dojo/dijit";"130";"94";"20";"2013-05-19 19:50:33";"False";"False";"8";"False";"130";"2015-01-03 22:59:04";"40272";"2015-01-03 22:59:06";"94";"3548";"Dojo Toolkit";"https://www.openhub.net/p/dojo.xml";"https://www.openhub.net/p/dojo";"2006-11-09T22:38:33Z";"2015-01-05T07:18:07Z";"http://dojotoolkit.org/";"4.37931";"58";"0";"60";"182";"94";"364";"595";"36032";"759111";"JavaScript";"None";"0";"0";"0";"0";"0";"0"
"948";"cakephp/cakephp";"cakephp/cakephp";"https://github.com/cakephp/cakephp";"2388";"5412";"18";"2010-05-08 14:38:22";"False";"True";"109";"True";"2388";"2015-01-06 03:03:26";"147795";"2015-01-05 14:18:19";"5412";"3176";"CakePHP";"https://www.openhub.net/p/cakephp.xml";"https://www.openhub.net/p/cakephp";"2006-10-16T21:25:47Z";"2015-01-04T05:07:42Z";"http://cakephp.org";"4.46667";"405";"11";"70";"1796";"128";"407";"1211";"25663";"286256";"PHP";"True";"4424";"2271";"0";"0";"0";"1507"
"870";"droolsjbpm/droolsjbpm-integration";"droolsjbpm/droolsjbpm-integration";"https://github.com/droolsjbpm/droolsjbpm-integration";"166";"70";"37";"2011-02-14 14:02:11";"False";"False";"9";"True";"166";"2015-01-05 21:37:28";"47868";"2015-01-05 21:37:28";"70";"3492";"JBoss Drools";"https://www.openhub.net/p/jboss-drools.xml";"https://www.openhub.net/p/jboss-drools";"2006-10-31T18:24:49Z";"2015-01-06T02:17:05Z";"http://www.jboss.org/drools";"4.6";"20";"3";"70";"67";"63";"197";"3282";"28235";"1162827";"Java";"False";"200";"345";"0";"45";"0";"0"
"896";"kohana/kohana";"kohana/kohana";"https://github.com/kohana/kohana";"359";"1410";"12";"2009-07-28 16:09:23";"False";"True";"10";"True";"359";"2015-01-05 12:36:00";"2920";"2015-01-06 00:32:23";"1410";"9273";"Kohana";"https://www.openhub.net/p/Kohana.xml";"https://www.openhub.net/p/Kohana";"2007-10-22T13:13:33Z";"2014-12-17T19:54:31Z";"http://kohanaframework.org/";"4.51282";"39";"0";"30";"80";"7";"110";"84";"8322";"43067";"PHP";"None";"0";"0";"0";"0";"0";"0"
"1016";"zkoss/zk";"zkoss/zk";"https://github.com/zkoss/zk";"88";"144";"17";"2011-05-20 10:25:18";"False";"True";"0";"True";"88";"2015-01-06 02:31:04";"734129";"2015-01-05 12:22:47";"144";"4322";"ZK";"https://www.openhub.net/p/zk.xml";"https://www.openhub.net/p/zk";"2007-02-05T23:53:51Z";"2014-12-29T11:09:24Z";"http://code.google.com/p/zkoss";"4.22222";"9";"0";"0";"16";"25";"39";"NaN";"44357";"778298";"Java";"False";"27";"58";"0";"2";"0";"0"
"998";"AKSW/OntoWiki";"AKSW/OntoWiki";"https://github.com/AKSW/OntoWiki";"40";"102";"17";"2011-09-23 22:37:42";"False";"True";"63";"True";"40";"2014-12-16 12:36:58";"32711";"2015-01-04 18:48:31";"102";"6288";"OntoWiki";"https://www.openhub.net/p/ontowiki.xml";"https://www.openhub.net/p/ontowiki";"2007-06-27T14:52:13Z";"2014-12-19T16:25:22Z";"http://ontowiki.net";"4.28571";"7";"0";"50";"21";"11";"45";"168";"5036";"166506";"PHP";"True";"16";"17";"2";"0";"1";"0"
"973";"dojo/dijit";"dojo/dijit";"https://github.com/dojo/dijit";"130";"94";"20";"2013-05-19 19:50:33";"False";"False";"8";"False";"130";"2015-01-03 22:59:04";"40272";"2015-01-03 22:59:06";"94";"3548";"Dojo Toolkit";"https://www.openhub.net/p/dojo.xml";"https://www.openhub.net/p/dojo";"2006-11-09T22:38:33Z";"2015-01-05T07:18:07Z";"http://dojotoolkit.org/";"4.37931";"58";"0";"60";"182";"94";"364";"595";"36032";"759111";"JavaScript";"True";"6";"9";"0";"1";"1";"3"
"948";"cakephp/cakephp";"cakephp/cakephp";"https://github.com/cakephp/cakephp";"2388";"5412";"18";"2010-05-08 14:38:22";"False";"True";"109";"True";"2388";"2015-01-06 03:03:26";"147795";"2015-01-05 14:18:19";"5412";"3176";"CakePHP";"https://www.openhub.net/p/cakephp.xml";"https://www.openhub.net/p/cakephp";"2006-10-16T21:25:47Z";"2015-01-04T05:07:42Z";"http://cakephp.org";"4.46667";"405";"11";"70";"1796";"128";"407";"1211";"25663";"286256";"PHP";"False";"671";"1195";"0";"150";"60";"413"
"870";"droolsjbpm/droolsjbpm-integration";"droolsjbpm/droolsjbpm-integration";"https://github.com/droolsjbpm/droolsjbpm-integration";"166";"70";"37";"2011-02-14 14:02:11";"False";"False";"9";"True";"166";"2015-01-05 21:37:28";"47868";"2015-01-05 21:37:28";"70";"3492";"JBoss Drools";"https://www.openhub.net/p/jboss-drools.xml";"https://www.openhub.net/p/jboss-drools";"2006-10-31T18:24:49Z";"2015-01-06T02:17:05Z";"http://www.jboss.org/drools";"4.6";"20";"3";"70";"67";"63";"197";"3282";"28235";"1162827";"Java";"False";"2";"0";"0";"3";"0";"1"
"896";"kohana/kohana";"kohana/kohana";"https://github.com/kohana/kohana";"359";"1410";"12";"2009-07-28 16:09:23";"False";"True";"10";"True";"359";"2015-01-05 12:36:00";"2920";"2015-01-06 00:32:23";"1410";"9273";"Kohana";"https://www.openhub.net/p/Kohana.xml";"https://www.openhub.net/p/Kohana";"2007-10-22T13:13:33Z";"2014-12-17T19:54:31Z";"http://kohanaframework.org/";"4.51282";"39";"0";"30";"80";"7";"110";"84";"8322";"43067";"PHP";"None";"0";"0";"0";"0";"0";"0"
"1016";"zkoss/zk";"zkoss/zk";"https://github.com/zkoss/zk";"88";"144";"17";"2011-05-20 10:25:18";"False";"True";"0";"True";"88";"2015-01-06 02:31:04";"734129";"2015-01-05 12:22:47";"144";"4322";"ZK";"https://www.openhub.net/p/zk.xml";"https://www.openhub.net/p/zk";"2007-02-05T23:53:51Z";"2014-12-29T11:09:24Z";"http://code.google.com/p/zkoss";"4.22222";"9";"0";"0";"16";"25";"39";"NaN";"44357";"778298";"Java";"True";"152";"333";"0";"1";"0";"64"
"998";"AKSW/OntoWiki";"AKSW/OntoWiki";"https://github.com/AKSW/OntoWiki";"40";"102";"17";"2011-09-23 22:37:42";"False";"True";"63";"True";"40";"2014-12-16 12:36:58";"32711";"2015-01-04 18:48:31";"102";"6288";"OntoWiki";"https://www.openhub.net/p/ontowiki.xml";"https://www.openhub.net/p/ontowiki";"2007-06-27T14:52:13Z";"2014-12-19T16:25:22Z";"http://ontowiki.net";"4.28571";"7";"0";"50";"21";"11";"45";"168";"5036";"166506";"PHP";"False";"27";"14";"40";"0";"11";"0"
"948";"cakephp/cakephp";"cakephp/cakephp";"https://github.com/cakephp/cakephp";"2388";"5412";"18";"2010-05-08 14:38:22";"False";"True";"109";"True";"2388";"2015-01-06 03:03:26";"147795";"2015-01-05 14:18:19";"5412";"3176";"CakePHP";"https://www.openhub.net/p/cakephp.xml";"https://www.openhub.net/p/cakephp";"2006-10-16T21:25:47Z";"2015-01-04T05:07:42Z";"http://cakephp.org";"4.46667";"405";"11";"70";"1796";"128";"407";"1211";"25663";"286256";"PHP";"True";"24";"20";"0";"12";"0";"6"
"870";"droolsjbpm/droolsjbpm-integration";"droolsjbpm/droolsjbpm-integration";"https://github.com/droolsjbpm/droolsjbpm-integration";"166";"70";"37";"2011-02-14 14:02:11";"False";"False";"9";"True";"166";"2015-01-05 21:37:28";"47868";"2015-01-05 21:37:28";"70";"3492";"JBoss Drools";"https://www.openhub.net/p/jboss-drools.xml";"https://www.openhub.net/p/jboss-drools";"2006-10-31T18:24:49Z";"2015-01-06T02:17:05Z";"http://www.jboss.org/drools";"4.6";"20";"3";"70";"67";"63";"197";"3282";"28235";"1162827";"Java";"True";"1020";"1895";"0";"11";"0";"235"
"1016";"zkoss/zk";"zkoss/zk";"https://github.com/zkoss/zk";"88";"144";"17";"2011-05-20 10:25:18";"False";"True";"0";"True";"88";"2015-01-06 02:31:04";"734129";"2015-01-05 12:22:47";"144";"4322";"ZK";"https://www.openhub.net/p/zk.xml";"https://www.openhub.net/p/zk";"2007-02-05T23:53:51Z";"2014-12-29T11:09:24Z";"http://code.google.com/p/zkoss";"4.22222";"9";"0";"0";"16";"25";"39";"NaN";"44357";"778298";"Java";"True";"9";"9";"0";"0";"1";"0"
"998";"AKSW/OntoWiki";"AKSW/OntoWiki";"https://github.com/AKSW/OntoWiki";"40";"102";"17";"2011-09-23 22:37:42";"False";"True";"63";"True";"40";"2014-12-16 12:36:58";"32711";"2015-01-04 18:48:31";"102";"6288";"OntoWiki";"https://www.openhub.net/p/ontowiki.xml";"https://www.openhub.net/p/ontowiki";"2007-06-27T14:52:13Z";"2014-12-19T16:25:22Z";"http://ontowiki.net";"4.28571";"7";"0";"50";"21";"11";"45";"168";"5036";"166506";"PHP";"True";"256";"722";"0";"23";"44";"0"
"896";"kohana/kohana";"kohana/kohana";"https://github.com/kohana/kohana";"359";"1410";"12";"2009-07-28 16:09:23";"False";"True";"10";"True";"359";"2015-01-05 12:36:00";"2920";"2015-01-06 00:32:23";"1410";"9273";"Kohana";"https://www.openhub.net/p/Kohana.xml";"https://www.openhub.net/p/Kohana";"2007-10-22T13:13:33Z";"2014-12-17T19:54:31Z";"http://kohanaframework.org/";"4.51282";"39";"0";"30";"80";"7";"110";"84";"8322";"43067";"PHP";"False";"60";"75";"36";"42";"21";"0"
"948";"cakephp/cakephp";"cakephp/cakephp";"https://github.com/cakephp/cakephp";"2388";"5412";"18";"2010-05-08 14:38:22";"False";"True";"109";"True";"2388";"2015-01-06 03:03:26";"147795";"2015-01-05 14:18:19";"5412";"3176";"CakePHP";"https://www.openhub.net/p/cakephp.xml";"https://www.openhub.net/p/cakephp";"2006-10-16T21:25:47Z";"2015-01-04T05:07:42Z";"http://cakephp.org";"4.46667";"405";"11";"70";"1796";"128";"407";"1211";"25663";"286256";"PHP";"True";"96";"96";"0";"58";"0";"25"
"1027";"sstephenson/prototype";"sstephenson/prototype";"https://github.com/sstephenson/prototype";"475";"2909";"5";"2008-03-27 02:15:03";"False";"True";"155";"False";"475";"2014-12-19 03:59:21";"13824";"2015-01-06 00:59:18";"2909";"106";"Prototype Javascript Framework";"https://www.openhub.net/p/prototype.xml";"https://www.openhub.net/p/prototype";"2006-10-10T15:51:31Z";"2014-12-26T00:52:02Z";"http://prototypejs.org";"4.14118";"170";"1";"30";"514";"2";"40";"33";"1171";"12574";"JavaScript";"True";"48";"12";"5";"0";"18";"7"
"870";"droolsjbpm/droolsjbpm-integration";"droolsjbpm/droolsjbpm-integration";"https://github.com/droolsjbpm/droolsjbpm-integration";"166";"70";"37";"2011-02-14 14:02:11";"False";"False";"9";"True";"166";"2015-01-05 21:37:28";"47868";"2015-01-05 21:37:28";"70";"3492";"JBoss Drools";"https://www.openhub.net/p/jboss-drools.xml";"https://www.openhub.net/p/jboss-drools";"2006-10-31T18:24:49Z";"2015-01-06T02:17:05Z";"http://www.jboss.org/drools";"4.6";"20";"3";"70";"67";"63";"197";"3282";"28235";"1162827";"Java";"True";"504";"676";"0";"13";"0";"31"
"973";"dojo/dojo";"dojo/dojo";"https://github.com/dojo/dojo";"286";"397";"20";"2013-05-19 19:50:18";"False";"False";"21";"False";"286";"2015-01-04 17:34:53";"16738";"2015-01-05 13:10:16";"397";"3548";"Dojo Toolkit";"https://www.openhub.net/p/dojo.xml";"https://www.openhub.net/p/dojo";"2006-11-09T22:38:33Z";"2015-01-05T07:18:07Z";"http://dojotoolkit.org/";"4.37931";"58";"0";"60";"182";"94";"364";"595";"36032";"759111";"JavaScript";"False";"45";"77";"4";"13";"0";"0"
"1016";"zkoss/zk";"zkoss/zk";"https://github.com/zkoss/zk";"88";"144";"17";"2011-05-20 10:25:18";"False";"True";"0";"True";"88";"2015-01-06 02:31:04";"734129";"2015-01-05 12:22:47";"144";"4322";"ZK";"https://www.openhub.net/p/zk.xml";"https://www.openhub.net/p/zk";"2007-02-05T23:53:51Z";"2014-12-29T11:09:24Z";"http://code.google.com/p/zkoss";"4.22222";"9";"0";"0";"16";"25";"39";"NaN";"44357";"778298";"Java";"True";"1";"0";"1";"0";"0";"0"
"998";"AKSW/OntoWiki";"AKSW/OntoWiki";"https://github.com/AKSW/OntoWiki";"40";"102";"17";"2011-09-23 22:37:42";"False";"True";"63";"True";"40";"2014-12-16 12:36:58";"32711";"2015-01-04 18:48:31";"102";"6288";"OntoWiki";"https://www.openhub.net/p/ontowiki.xml";"https://www.openhub.net/p/ontowiki";"2007-06-27T14:52:13Z";"2014-12-19T16:25:22Z";"http://ontowiki.net";"4.28571";"7";"0";"50";"21";"11";"45";"168";"5036";"166506";"PHP";"True";"26";"38";"0";"0";"6";"5"
"896";"kohana/kohana";"kohana/kohana";"https://github.com/kohana/kohana";"359";"1410";"12";"2009-07-28 16:09:23";"False";"True";"10";"True";"359";"2015-01-05 12:36:00";"2920";"2015-01-06 00:32:23";"1410";"9273";"Kohana";"https://www.openhub.net/p/Kohana.xml";"https://www.openhub.net/p/Kohana";"2007-10-22T13:13:33Z";"2014-12-17T19:54:31Z";"http://kohanaframework.org/";"4.51282";"39";"0";"30";"80";"7";"110";"84";"8322";"43067";"PHP";"True";"136";"94";"174";"34";"46";"0"
"948";"cakephp/cakephp";"cakephp/cakephp";"https://github.com/cakephp/cakephp";"2388";"5412";"18";"2010-05-08 14:38:22";"False";"True";"109";"True";"2388";"2015-01-06 03:03:26";"147795";"2015-01-05 14:18:19";"5412";"3176";"CakePHP";"https://www.openhub.net/p/cakephp.xml";"https://www.openhub.net/p/cakephp";"2006-10-16T21:25:47Z";"2015-01-04T05:07:42Z";"http://cakephp.org";"4.46667";"405";"11";"70";"1796";"128";"407";"1211";"25663";"286256";"PHP";"True";"6952";"4741";"0";"0";"1250";"2947"
"1027";"sstephenson/prototype";"sstephenson/prototype";"https://github.com/sstephenson/prototype";"475";"2909";"5";"2008-03-27 02:15:03";"False";"True";"155";"False";"475";"2014-12-19 03:59:21";"13824";"2015-01-06 00:59:18";"2909";"106";"Prototype Javascript Framework";"https://www.openhub.net/p/prototype.xml";"https://www.openhub.net/p/prototype";"2006-10-10T15:51:31Z";"2014-12-26T00:52:02Z";"http://prototypejs.org";"4.14118";"170";"1";"30";"514";"2";"40";"33";"1171";"12574";"JavaScript";"True";"99";"11";"0";"3";"10";"10"
"870";"droolsjbpm/droolsjbpm-integration";"droolsjbpm/droolsjbpm-integration";"https://github.com/droolsjbpm/droolsjbpm-integration";"166";"70";"37";"2011-02-14 14:02:11";"False";"False";"9";"True";"166";"2015-01-05 21:37:28";"47868";"2015-01-05 21:37:28";"70";"3492";"JBoss Drools";"https://www.openhub.net/p/jboss-drools.xml";"https://www.openhub.net/p/jboss-drools";"2006-10-31T18:24:49Z";"2015-01-06T02:17:05Z";"http://www.jboss.org/drools";"4.6";"20";"3";"70";"67";"63";"197";"3282";"28235";"1162827";"Java";"True";"9";"11";"1";"0";"0";"6"
"973";"dojo/dojo";"dojo/dojo";"https://github.com/dojo/dojo";"286";"397";"20";"2013-05-19 19:50:18";"False";"False";"21";"False";"286";"2015-01-04 17:34:53";"16738";"2015-01-05 13:10:16";"397";"3548";"Dojo Toolkit";"https://www.openhub.net/p/dojo.xml";"https://www.openhub.net/p/dojo";"2006-11-09T22:38:33Z";"2015-01-05T07:18:07Z";"http://dojotoolkit.org/";"4.37931";"58";"0";"60";"182";"94";"364";"595";"36032";"759111";"JavaScript";"True";"920";"291";"0";"0";"100";"0"
"1016";"zkoss/zk";"zkoss/zk";"https://github.com/zkoss/zk";"88";"144";"17";"2011-05-20 10:25:18";"False";"True";"0";"True";"88";"2015-01-06 02:31:04";"734129";"2015-01-05 12:22:47";"144";"4322";"ZK";"https://www.openhub.net/p/zk.xml";"https://www.openhub.net/p/zk";"2007-02-05T23:53:51Z";"2014-12-29T11:09:24Z";"http://code.google.com/p/zkoss";"4.22222";"9";"0";"0";"16";"25";"39";"NaN";"44357";"778298";"Java";"True";"8";"9";"0";"0";"2";"0"
"967";"phonegap/phonegap-plugins";"phonegap/phonegap-plugins";"https://github.com/phonegap/phonegap-plugins";"3544";"3571";"12";"2010-10-07 00:12:01";"True";"False";"1";"True";"4563";"2013-11-04 22:31:48";"85933";"2015-01-05 09:09:09";"3571";"135169";"PhoneGap";"https://www.openhub.net/p/phonegap.xml";"https://www.openhub.net/p/phonegap";"2009-01-07T20:19:39Z";"2014-12-26T21:02:54Z";"http://phonegap.com/";"4.4";"5";"0";"60";"32";"46";"414";"386";"4489";"348330";"JavaScript";"True";"978";"495";"241";"0";"84";"43"
"998";"AKSW/OntoWiki";"AKSW/OntoWiki";"https://github.com/AKSW/OntoWiki";"40";"102";"17";"2011-09-23 22:37:42";"False";"True";"63";"True";"40";"2014-12-16 12:36:58";"32711";"2015-01-04 18:48:31";"102";"6288";"OntoWiki";"https://www.openhub.net/p/ontowiki.xml";"https://www.openhub.net/p/ontowiki";"2007-06-27T14:52:13Z";"2014-12-19T16:25:22Z";"http://ontowiki.net";"4.28571";"7";"0";"50";"21";"11";"45";"168";"5036";"166506";"PHP";"True";"3";"0";"3";"0";"0";"0"
