"sep=;"
"ordinal_id";"github_repo_id";"repo_full_name";"repo_html_url";"repo_forks_count";"repo_stargazers_count";"repo_created_at";"repo_is_fork";"repo_has_issues";"repo_open_issues_count";"repo_has_wiki";"repo_network_count";"repo_pushed_at";"repo_size";"repo_updated_at";"wrepo_atchers_count";"project_id";"project_name";"project_url";"project_htmlurl";"project_created_at";"project_updated_at";"project_homepage_url";"project_average_rating";"project_rating_count";"project_review_count";"project_activity_level";"project_user_count";"twelve_month_contributor_count";"total_contributor_count";"twelve_month_commit_count";"total_commit_count";"total_code_lines";"main_language_name";"developer_works_during_bd";"developer_works_period";"developer_all_pushes";"developer_all_stars_given";"developer_all_creations";"developer_all_issues_created";"developer_all_pull_requests"
"250";"INdT/Quasi-Engine";"INdT/Quasi-Engine";"https://github.com/INdT/Quasi-Engine";"19";"45";"5";"2011-11-23 21:18:16";"False";"True";"6";"True";"19";"2014-03-28 14:31:06";"15306";"2014-12-20 10:34:25";"45";"596679";"Quasi-Engine";"https://www.openhub.net/p/Quasi-Engine.xml";"https://www.openhub.net/p/Quasi-Engine";"2012-03-28T20:36:40Z";"2014-10-20T04:27:17Z";"http://indt.github.com/Quasi-Engine/";"5.0";"1";"0";"0";"3";"2";"5";"12";"310";"5328";"C++";"True";"38";"83";"13";"18";"0";"0"
"174";"sensu/sensu-chef";"sensu/sensu-chef";"https://github.com/sensu/sensu-chef";"183";"175";"15";"2012-04-19 16:31:52";"False";"True";"20";"False";"183";"2014-12-18 20:16:35";"1463";"2014-12-18 20:15:45";"175";"587482";"Sensu";"https://www.openhub.net/p/sensu.xml";"https://www.openhub.net/p/sensu";"2011-11-27T07:42:37Z";"2014-12-26T20:19:12Z";"https://github.com/sonian/sensu";"5.0";"3";"0";"70";"4";"246";"414";"1848";"7880";"42366";"Ruby";"True";"2";"0";"0";"0";"0";"0"
"257";"hharrison/java3d-utils";"hharrison/java3d-utils";"https://github.com/hharrison/java3d-utils";"7";"14";"1";"2011-07-17 01:08:46";"False";"True";"0";"True";"7";"2014-08-07 21:13:59";"2795";"2014-07-07 22:40:02";"14";"1785";"Java 3D Core Utilities";"https://www.openhub.net/p/j3d-core-utils.xml";"https://www.openhub.net/p/j3d-core-utils";"2006-10-12T03:36:43Z";"2014-12-21T05:02:25Z";"https://j3d-core-utils.dev.java.net";"5.0";"1";"0";"30";"2";"1";"10";"6";"129";"59662";"Java";"True";"124";"274";"0";"3";"0";"0"
"328";"caelum/vraptor";"caelum/vraptor";"https://github.com/caelum/vraptor";"207";"373";"21";"2009-03-19 20:02:31";"False";"True";"46";"False";"207";"2015-01-04 00:41:12";"199343";"2015-01-05 13:18:26";"373";"382107";"VRaptor 3";"https://www.openhub.net/p/vraptor3.xml";"https://www.openhub.net/p/vraptor3";"2009-08-17T04:57:48Z";"2014-12-19T14:53:16Z";"http://github.com/caelum/vraptor";"5.0";"2";"0";"40";"2";"10";"129";"96";"6804";"71191";"Java";"True";"280";"200";"0";"52";"0";"0"
"250";"INdT/Quasi-Engine";"INdT/Quasi-Engine";"https://github.com/INdT/Quasi-Engine";"19";"45";"5";"2011-11-23 21:18:16";"False";"True";"6";"True";"19";"2014-03-28 14:31:06";"15306";"2014-12-20 10:34:25";"45";"596679";"Quasi-Engine";"https://www.openhub.net/p/Quasi-Engine.xml";"https://www.openhub.net/p/Quasi-Engine";"2012-03-28T20:36:40Z";"2014-10-20T04:27:17Z";"http://indt.github.com/Quasi-Engine/";"5.0";"1";"0";"0";"3";"2";"5";"12";"310";"5328";"C++";"None";"0";"0";"0";"0";"0";"0"
"174";"sensu/sensu-chef";"sensu/sensu-chef";"https://github.com/sensu/sensu-chef";"183";"175";"15";"2012-04-19 16:31:52";"False";"True";"20";"False";"183";"2014-12-18 20:16:35";"1463";"2014-12-18 20:15:45";"175";"587482";"Sensu";"https://www.openhub.net/p/sensu.xml";"https://www.openhub.net/p/sensu";"2011-11-27T07:42:37Z";"2014-12-26T20:19:12Z";"https://github.com/sonian/sensu";"5.0";"3";"0";"70";"4";"246";"414";"1848";"7880";"42366";"Ruby";"True";"17";"7";"0";"0";"3";"4"
"342";"hugoruscitti/pilas";"hugoruscitti/pilas";"https://github.com/hugoruscitti/pilas";"32";"70";"5";"2012-08-09 16:51:36";"False";"True";"43";"True";"32";"2014-12-17 20:47:23";"58723";"2014-12-30 19:41:41";"70";"485413";"Pilas game engine";"https://www.openhub.net/p/pilas-engine.xml";"https://www.openhub.net/p/pilas-engine";"2010-09-18T01:07:41Z";"2014-12-14T05:37:26Z";"http://www.pilas-engine.com.ar";"5.0";"1";"0";"50";"2";"13";"36";"96";"2177";"104666";"JavaScript";"False";"672";"2130";"0";"77";"0";"7"
"351";"openframeworks/openFrameworks";"openframeworks/openFrameworks";"https://github.com/openframeworks/openFrameworks";"1138";"3250";"18";"2009-10-21 21:55:54";"False";"True";"552";"True";"1138";"2015-01-05 18:59:43";"1343576";"2015-01-05 18:59:43";"3250";"489514";"openFrameworks";"https://www.openhub.net/p/openFrameworks.xml";"https://www.openhub.net/p/openFrameworks";"2011-04-18T16:52:37Z";"2014-11-16T18:43:35Z";"http://www.openframeworks.cc";"5.0";"2";"0";"0";"2";"84";"198";"1504";"9681";"811181";"C++";"False";"180";"267";"0";"9";"32";"18"
"328";"caelum/vraptor";"caelum/vraptor";"https://github.com/caelum/vraptor";"207";"373";"21";"2009-03-19 20:02:31";"False";"True";"46";"False";"207";"2015-01-04 00:41:12";"199343";"2015-01-05 13:18:26";"373";"382107";"VRaptor 3";"https://www.openhub.net/p/vraptor3.xml";"https://www.openhub.net/p/vraptor3";"2009-08-17T04:57:48Z";"2014-12-19T14:53:16Z";"http://github.com/caelum/vraptor";"5.0";"2";"0";"40";"2";"10";"129";"96";"6804";"71191";"Java";"None";"0";"0";"0";"0";"0";"0"
"335";"spmfilter/spmfilter-clamav";"spmfilter/spmfilter-clamav";"https://github.com/spmfilter/spmfilter-clamav";"0";"0";"3";"2013-06-25 06:57:24";"False";"True";"0";"True";"0";"2014-01-16 10:23:18";"308";"2014-01-16 10:23:18";"0";"479686";"spmfilter";"https://www.openhub.net/p/spmfilter.xml";"https://www.openhub.net/p/spmfilter";"2009-12-02T21:22:31Z";"2014-12-17T18:29:21Z";"http://www.spmfilter.org";"5.0";"1";"0";"30";"2";"1";"5";"24";"1484";"11626";"C";"True";"34";"68";"0";"4";"0";"0"
"342";"hugoruscitti/pilas";"hugoruscitti/pilas";"https://github.com/hugoruscitti/pilas";"32";"70";"5";"2012-08-09 16:51:36";"False";"True";"43";"True";"32";"2014-12-17 20:47:23";"58723";"2014-12-30 19:41:41";"70";"485413";"Pilas game engine";"https://www.openhub.net/p/pilas-engine.xml";"https://www.openhub.net/p/pilas-engine";"2010-09-18T01:07:41Z";"2014-12-14T05:37:26Z";"http://www.pilas-engine.com.ar";"5.0";"1";"0";"50";"2";"13";"36";"96";"2177";"104666";"JavaScript";"False";"20";"42";"4";"0";"2";"2"
"351";"openframeworks/openFrameworks";"openframeworks/openFrameworks";"https://github.com/openframeworks/openFrameworks";"1138";"3250";"18";"2009-10-21 21:55:54";"False";"True";"552";"True";"1138";"2015-01-05 18:59:43";"1343576";"2015-01-05 18:59:43";"3250";"489514";"openFrameworks";"https://www.openhub.net/p/openFrameworks.xml";"https://www.openhub.net/p/openFrameworks";"2011-04-18T16:52:37Z";"2014-11-16T18:43:35Z";"http://www.openframeworks.cc";"5.0";"2";"0";"0";"2";"84";"198";"1504";"9681";"811181";"C++";"False";"180";"86";"0";"14";"19";"28"
"328";"caelum/vraptor";"caelum/vraptor";"https://github.com/caelum/vraptor";"207";"373";"21";"2009-03-19 20:02:31";"False";"True";"46";"False";"207";"2015-01-04 00:41:12";"199343";"2015-01-05 13:18:26";"373";"382107";"VRaptor 3";"https://www.openhub.net/p/vraptor3.xml";"https://www.openhub.net/p/vraptor3";"2009-08-17T04:57:48Z";"2014-12-19T14:53:16Z";"http://github.com/caelum/vraptor";"5.0";"2";"0";"40";"2";"10";"129";"96";"6804";"71191";"Java";"True";"2";"1";"0";"1";"0";"0"
"335";"spmfilter/spmfilter-clamav";"spmfilter/spmfilter-clamav";"https://github.com/spmfilter/spmfilter-clamav";"0";"0";"3";"2013-06-25 06:57:24";"False";"True";"0";"True";"0";"2014-01-16 10:23:18";"308";"2014-01-16 10:23:18";"0";"479686";"spmfilter";"https://www.openhub.net/p/spmfilter.xml";"https://www.openhub.net/p/spmfilter";"2009-12-02T21:22:31Z";"2014-12-17T18:29:21Z";"http://www.spmfilter.org";"5.0";"1";"0";"30";"2";"1";"5";"24";"1484";"11626";"C";"False";"16";"18";"0";"4";"4";"0"
"174";"sensu/sensu-community-plugins";"sensu/sensu-community-plugins";"https://github.com/sensu/sensu-community-plugins";"526";"338";"15";"2011-12-15 20:15:10";"False";"True";"56";"False";"526";"2015-01-05 17:42:09";"7681";"2015-01-05 17:42:09";"338";"587482";"Sensu";"https://www.openhub.net/p/sensu.xml";"https://www.openhub.net/p/sensu";"2011-11-27T07:42:37Z";"2014-12-26T20:19:12Z";"https://github.com/sonian/sensu";"5.0";"3";"0";"70";"4";"246";"414";"1848";"7880";"42366";"Ruby";"True";"2595";"1167";"0";"0";"0";"786"
"342";"hugoruscitti/pilas";"hugoruscitti/pilas";"https://github.com/hugoruscitti/pilas";"32";"70";"5";"2012-08-09 16:51:36";"False";"True";"43";"True";"32";"2014-12-17 20:47:23";"58723";"2014-12-30 19:41:41";"70";"485413";"Pilas game engine";"https://www.openhub.net/p/pilas-engine.xml";"https://www.openhub.net/p/pilas-engine";"2010-09-18T01:07:41Z";"2014-12-14T05:37:26Z";"http://www.pilas-engine.com.ar";"5.0";"1";"0";"50";"2";"13";"36";"96";"2177";"104666";"JavaScript";"True";"141";"290";"0";"0";"0";"0"
"351";"openframeworks/openFrameworks";"openframeworks/openFrameworks";"https://github.com/openframeworks/openFrameworks";"1138";"3250";"18";"2009-10-21 21:55:54";"False";"True";"552";"True";"1138";"2015-01-05 18:59:43";"1343576";"2015-01-05 18:59:43";"3250";"489514";"openFrameworks";"https://www.openhub.net/p/openFrameworks.xml";"https://www.openhub.net/p/openFrameworks";"2011-04-18T16:52:37Z";"2014-11-16T18:43:35Z";"http://www.openframeworks.cc";"5.0";"2";"0";"0";"2";"84";"198";"1504";"9681";"811181";"C++";"True";"1344";"955";"0";"14";"538";"47"
"335";"spmfilter/spmfilter-clamav";"spmfilter/spmfilter-clamav";"https://github.com/spmfilter/spmfilter-clamav";"0";"0";"3";"2013-06-25 06:57:24";"False";"True";"0";"True";"0";"2014-01-16 10:23:18";"308";"2014-01-16 10:23:18";"0";"479686";"spmfilter";"https://www.openhub.net/p/spmfilter.xml";"https://www.openhub.net/p/spmfilter";"2009-12-02T21:22:31Z";"2014-12-17T18:29:21Z";"http://www.spmfilter.org";"5.0";"1";"0";"30";"2";"1";"5";"24";"1484";"11626";"C";"None";"0";"0";"0";"0";"0";"0"
"328";"caelum/vraptor";"caelum/vraptor";"https://github.com/caelum/vraptor";"207";"373";"21";"2009-03-19 20:02:31";"False";"True";"46";"False";"207";"2015-01-04 00:41:12";"199343";"2015-01-05 13:18:26";"373";"382107";"VRaptor 3";"https://www.openhub.net/p/vraptor3.xml";"https://www.openhub.net/p/vraptor3";"2009-08-17T04:57:48Z";"2014-12-19T14:53:16Z";"http://github.com/caelum/vraptor";"5.0";"2";"0";"40";"2";"10";"129";"96";"6804";"71191";"Java";"False";"36";"188";"0";"11";"8";"0"
"174";"sensu/sensu-community-plugins";"sensu/sensu-community-plugins";"https://github.com/sensu/sensu-community-plugins";"526";"338";"15";"2011-12-15 20:15:10";"False";"True";"56";"False";"526";"2015-01-05 17:42:09";"7681";"2015-01-05 17:42:09";"338";"587482";"Sensu";"https://www.openhub.net/p/sensu.xml";"https://www.openhub.net/p/sensu";"2011-11-27T07:42:37Z";"2014-12-26T20:19:12Z";"https://github.com/sonian/sensu";"5.0";"3";"0";"70";"4";"246";"414";"1848";"7880";"42366";"Ruby";"False";"108";"80";"0";"33";"38";"70"
"362";"Falc/Aluminium";"Falc/Aluminium";"https://github.com/Falc/Aluminium";"0";"2";"1";"2012-01-09 16:50:40";"False";"True";"0";"True";"0";"2012-08-30 22:39:38";"360";"2013-10-29 09:53:53";"2";"589409";"Aluminium Framework";"https://www.openhub.net/p/aluminium-framework.xml";"https://www.openhub.net/p/aluminium-framework";"2012-02-26T12:36:41Z";"2014-10-26T05:27:09Z";"https://github.com/Falc/Aluminium";"5.0";"1";"0";"0";"2";"0";"1";"0";"109";"1287";"PHP";"True";"160";"21";"465";"18";"0";"0"
"342";"hugoruscitti/pilas";"hugoruscitti/pilas";"https://github.com/hugoruscitti/pilas";"32";"70";"5";"2012-08-09 16:51:36";"False";"True";"43";"True";"32";"2014-12-17 20:47:23";"58723";"2014-12-30 19:41:41";"70";"485413";"Pilas game engine";"https://www.openhub.net/p/pilas-engine.xml";"https://www.openhub.net/p/pilas-engine";"2010-09-18T01:07:41Z";"2014-12-14T05:37:26Z";"http://www.pilas-engine.com.ar";"5.0";"1";"0";"50";"2";"13";"36";"96";"2177";"104666";"JavaScript";"True";"16";"38";"0";"5";"0";"2"
"351";"openframeworks/openFrameworks";"openframeworks/openFrameworks";"https://github.com/openframeworks/openFrameworks";"1138";"3250";"18";"2009-10-21 21:55:54";"False";"True";"552";"True";"1138";"2015-01-05 18:59:43";"1343576";"2015-01-05 18:59:43";"3250";"489514";"openFrameworks";"https://www.openhub.net/p/openFrameworks.xml";"https://www.openhub.net/p/openFrameworks";"2011-04-18T16:52:37Z";"2014-11-16T18:43:35Z";"http://www.openframeworks.cc";"5.0";"2";"0";"0";"2";"84";"198";"1504";"9681";"811181";"C++";"False";"1810";"1727";"0";"33";"81";"495"
"328";"caelum/vraptor";"caelum/vraptor";"https://github.com/caelum/vraptor";"207";"373";"21";"2009-03-19 20:02:31";"False";"True";"46";"False";"207";"2015-01-04 00:41:12";"199343";"2015-01-05 13:18:26";"373";"382107";"VRaptor 3";"https://www.openhub.net/p/vraptor3.xml";"https://www.openhub.net/p/vraptor3";"2009-08-17T04:57:48Z";"2014-12-19T14:53:16Z";"http://github.com/caelum/vraptor";"5.0";"2";"0";"40";"2";"10";"129";"96";"6804";"71191";"Java";"None";"0";"0";"0";"0";"0";"0"
"174";"sensu/sensu-community-plugins";"sensu/sensu-community-plugins";"https://github.com/sensu/sensu-community-plugins";"526";"338";"15";"2011-12-15 20:15:10";"False";"True";"56";"False";"526";"2015-01-05 17:42:09";"7681";"2015-01-05 17:42:09";"338";"587482";"Sensu";"https://www.openhub.net/p/sensu.xml";"https://www.openhub.net/p/sensu";"2011-11-27T07:42:37Z";"2014-12-26T20:19:12Z";"https://github.com/sonian/sensu";"5.0";"3";"0";"70";"4";"246";"414";"1848";"7880";"42366";"Ruby";"True";"14";"4";"0";"3";"0";"5"
"335";"spmfilter/spmfilter";"spmfilter/spmfilter";"https://github.com/spmfilter/spmfilter";"1";"4";"3";"2013-04-30 07:23:27";"False";"True";"0";"True";"1";"2014-09-24 11:55:13";"4101";"2014-09-11 11:20:31";"4";"479686";"spmfilter";"https://www.openhub.net/p/spmfilter.xml";"https://www.openhub.net/p/spmfilter";"2009-12-02T21:22:31Z";"2014-12-17T18:29:21Z";"http://www.spmfilter.org";"5.0";"1";"0";"30";"2";"1";"5";"24";"1484";"11626";"C";"True";"34";"68";"0";"4";"0";"0"
"342";"hugoruscitti/pilas";"hugoruscitti/pilas";"https://github.com/hugoruscitti/pilas";"32";"70";"5";"2012-08-09 16:51:36";"False";"True";"43";"True";"32";"2014-12-17 20:47:23";"58723";"2014-12-30 19:41:41";"70";"485413";"Pilas game engine";"https://www.openhub.net/p/pilas-engine.xml";"https://www.openhub.net/p/pilas-engine";"2010-09-18T01:07:41Z";"2014-12-14T05:37:26Z";"http://www.pilas-engine.com.ar";"5.0";"1";"0";"50";"2";"13";"36";"96";"2177";"104666";"JavaScript";"True";"6";"9";"0";"0";"0";"0"
"351";"openframeworks/openFrameworks";"openframeworks/openFrameworks";"https://github.com/openframeworks/openFrameworks";"1138";"3250";"18";"2009-10-21 21:55:54";"False";"True";"552";"True";"1138";"2015-01-05 18:59:43";"1343576";"2015-01-05 18:59:43";"3250";"489514";"openFrameworks";"https://www.openhub.net/p/openFrameworks.xml";"https://www.openhub.net/p/openFrameworks";"2011-04-18T16:52:37Z";"2014-11-16T18:43:35Z";"http://www.openframeworks.cc";"5.0";"2";"0";"0";"2";"84";"198";"1504";"9681";"811181";"C++";"True";"75";"155";"0";"8";"1";"2"
"328";"caelum/vraptor";"caelum/vraptor";"https://github.com/caelum/vraptor";"207";"373";"21";"2009-03-19 20:02:31";"False";"True";"46";"False";"207";"2015-01-04 00:41:12";"199343";"2015-01-05 13:18:26";"373";"382107";"VRaptor 3";"https://www.openhub.net/p/vraptor3.xml";"https://www.openhub.net/p/vraptor3";"2009-08-17T04:57:48Z";"2014-12-19T14:53:16Z";"http://github.com/caelum/vraptor";"5.0";"2";"0";"40";"2";"10";"129";"96";"6804";"71191";"Java";"True";"2";"0";"0";"2";"0";"0"
"174";"sensu/sensu-community-plugins";"sensu/sensu-community-plugins";"https://github.com/sensu/sensu-community-plugins";"526";"338";"15";"2011-12-15 20:15:10";"False";"True";"56";"False";"526";"2015-01-05 17:42:09";"7681";"2015-01-05 17:42:09";"338";"587482";"Sensu";"https://www.openhub.net/p/sensu.xml";"https://www.openhub.net/p/sensu";"2011-11-27T07:42:37Z";"2014-12-26T20:19:12Z";"https://github.com/sonian/sensu";"5.0";"3";"0";"70";"4";"246";"414";"1848";"7880";"42366";"Ruby";"True";"784";"1831";"0";"159";"30";"12"
"335";"spmfilter/spmfilter";"spmfilter/spmfilter";"https://github.com/spmfilter/spmfilter";"1";"4";"3";"2013-04-30 07:23:27";"False";"True";"0";"True";"1";"2014-09-24 11:55:13";"4101";"2014-09-11 11:20:31";"4";"479686";"spmfilter";"https://www.openhub.net/p/spmfilter.xml";"https://www.openhub.net/p/spmfilter";"2009-12-02T21:22:31Z";"2014-12-17T18:29:21Z";"http://www.spmfilter.org";"5.0";"1";"0";"30";"2";"1";"5";"24";"1484";"11626";"C";"False";"16";"18";"0";"4";"4";"0"
"351";"openframeworks/openFrameworks";"openframeworks/openFrameworks";"https://github.com/openframeworks/openFrameworks";"1138";"3250";"18";"2009-10-21 21:55:54";"False";"True";"552";"True";"1138";"2015-01-05 18:59:43";"1343576";"2015-01-05 18:59:43";"3250";"489514";"openFrameworks";"https://www.openhub.net/p/openFrameworks.xml";"https://www.openhub.net/p/openFrameworks";"2011-04-18T16:52:37Z";"2014-11-16T18:43:35Z";"http://www.openframeworks.cc";"5.0";"2";"0";"0";"2";"84";"198";"1504";"9681";"811181";"C++";"None";"0";"0";"0";"0";"0";"0"
"363";"gwdg/rOCCI";"gwdg/rOCCI";"https://github.com/gwdg/rOCCI";"9";"14";"3";"2012-03-27 13:59:26";"False";"True";"5";"True";"9";"2014-09-29 16:45:24";"5010";"2014-08-28 12:13:08";"14";"589522";"rOCCI - A Ruby OCCI Framework";"https://www.openhub.net/p/rOCCI.xml";"https://www.openhub.net/p/rOCCI";"2012-03-01T14:34:38Z";"2014-12-14T18:36:16Z";"http://dev.opennebula.org/projects/ogf-occi";"5.0";"1";"0";"30";"2";"1";"8";"2";"1105";"988";"Ruby";"True";"3";"1";"0";"0";"0";"0"
"328";"caelum/vraptor";"caelum/vraptor";"https://github.com/caelum/vraptor";"207";"373";"21";"2009-03-19 20:02:31";"False";"True";"46";"False";"207";"2015-01-04 00:41:12";"199343";"2015-01-05 13:18:26";"373";"382107";"VRaptor 3";"https://www.openhub.net/p/vraptor3.xml";"https://www.openhub.net/p/vraptor3";"2009-08-17T04:57:48Z";"2014-12-19T14:53:16Z";"http://github.com/caelum/vraptor";"5.0";"2";"0";"40";"2";"10";"129";"96";"6804";"71191";"Java";"True";"27";"25";"0";"15";"0";"7"
"174";"sensu/sensu-community-plugins";"sensu/sensu-community-plugins";"https://github.com/sensu/sensu-community-plugins";"526";"338";"15";"2011-12-15 20:15:10";"False";"True";"56";"False";"526";"2015-01-05 17:42:09";"7681";"2015-01-05 17:42:09";"338";"587482";"Sensu";"https://www.openhub.net/p/sensu.xml";"https://www.openhub.net/p/sensu";"2011-11-27T07:42:37Z";"2014-12-26T20:19:12Z";"https://github.com/sonian/sensu";"5.0";"3";"0";"70";"4";"246";"414";"1848";"7880";"42366";"Ruby";"False";"126";"313";"0";"15";"0";"22"
"335";"spmfilter/spmfilter";"spmfilter/spmfilter";"https://github.com/spmfilter/spmfilter";"1";"4";"3";"2013-04-30 07:23:27";"False";"True";"0";"True";"1";"2014-09-24 11:55:13";"4101";"2014-09-11 11:20:31";"4";"479686";"spmfilter";"https://www.openhub.net/p/spmfilter.xml";"https://www.openhub.net/p/spmfilter";"2009-12-02T21:22:31Z";"2014-12-17T18:29:21Z";"http://www.spmfilter.org";"5.0";"1";"0";"30";"2";"1";"5";"24";"1484";"11626";"C";"None";"0";"0";"0";"0";"0";"0"
"351";"openframeworks/openFrameworks";"openframeworks/openFrameworks";"https://github.com/openframeworks/openFrameworks";"1138";"3250";"18";"2009-10-21 21:55:54";"False";"True";"552";"True";"1138";"2015-01-05 18:59:43";"1343576";"2015-01-05 18:59:43";"3250";"489514";"openFrameworks";"https://www.openhub.net/p/openFrameworks.xml";"https://www.openhub.net/p/openFrameworks";"2011-04-18T16:52:37Z";"2014-11-16T18:43:35Z";"http://www.openframeworks.cc";"5.0";"2";"0";"0";"2";"84";"198";"1504";"9681";"811181";"C++";"False";"511";"32";"0";"0";"46";"3"
"363";"gwdg/rOCCI";"gwdg/rOCCI";"https://github.com/gwdg/rOCCI";"9";"14";"3";"2012-03-27 13:59:26";"False";"True";"5";"True";"9";"2014-09-29 16:45:24";"5010";"2014-08-28 12:13:08";"14";"589522";"rOCCI - A Ruby OCCI Framework";"https://www.openhub.net/p/rOCCI.xml";"https://www.openhub.net/p/rOCCI";"2012-03-01T14:34:38Z";"2014-12-14T18:36:16Z";"http://dev.opennebula.org/projects/ogf-occi";"5.0";"1";"0";"30";"2";"1";"8";"2";"1105";"988";"Ruby";"False";"22";"30";"0";"4";"0";"0"
"328";"caelum/vraptor";"caelum/vraptor";"https://github.com/caelum/vraptor";"207";"373";"21";"2009-03-19 20:02:31";"False";"True";"46";"False";"207";"2015-01-04 00:41:12";"199343";"2015-01-05 13:18:26";"373";"382107";"VRaptor 3";"https://www.openhub.net/p/vraptor3.xml";"https://www.openhub.net/p/vraptor3";"2009-08-17T04:57:48Z";"2014-12-19T14:53:16Z";"http://github.com/caelum/vraptor";"5.0";"2";"0";"40";"2";"10";"129";"96";"6804";"71191";"Java";"None";"0";"0";"0";"0";"0";"0"
"174";"sensu/sensu-community-plugins";"sensu/sensu-community-plugins";"https://github.com/sensu/sensu-community-plugins";"526";"338";"15";"2011-12-15 20:15:10";"False";"True";"56";"False";"526";"2015-01-05 17:42:09";"7681";"2015-01-05 17:42:09";"338";"587482";"Sensu";"https://www.openhub.net/p/sensu.xml";"https://www.openhub.net/p/sensu";"2011-11-27T07:42:37Z";"2014-12-26T20:19:12Z";"https://github.com/sonian/sensu";"5.0";"3";"0";"70";"4";"246";"414";"1848";"7880";"42366";"Ruby";"True";"2784";"2303";"0";"649";"0";"1090"
"335";"spmfilter/spmfilter-spamassassin";"spmfilter/spmfilter-spamassassin";"https://github.com/spmfilter/spmfilter-spamassassin";"0";"0";"1";"2014-01-17 16:24:43";"False";"True";"0";"True";"0";"2014-01-17 16:26:08";"168";"2014-01-17 16:26:09";"0";"479686";"spmfilter";"https://www.openhub.net/p/spmfilter.xml";"https://www.openhub.net/p/spmfilter";"2009-12-02T21:22:31Z";"2014-12-17T18:29:21Z";"http://www.spmfilter.org";"5.0";"1";"0";"30";"2";"1";"5";"24";"1484";"11626";"C";"False";"16";"18";"0";"4";"4";"0"
"351";"openframeworks/openFrameworks";"openframeworks/openFrameworks";"https://github.com/openframeworks/openFrameworks";"1138";"3250";"18";"2009-10-21 21:55:54";"False";"True";"552";"True";"1138";"2015-01-05 18:59:43";"1343576";"2015-01-05 18:59:43";"3250";"489514";"openFrameworks";"https://www.openhub.net/p/openFrameworks.xml";"https://www.openhub.net/p/openFrameworks";"2011-04-18T16:52:37Z";"2014-11-16T18:43:35Z";"http://www.openframeworks.cc";"5.0";"2";"0";"0";"2";"84";"198";"1504";"9681";"811181";"C++";"True";"225";"522";"0";"23";"23";"42"
"363";"gwdg/rOCCI";"gwdg/rOCCI";"https://github.com/gwdg/rOCCI";"9";"14";"3";"2012-03-27 13:59:26";"False";"True";"5";"True";"9";"2014-09-29 16:45:24";"5010";"2014-08-28 12:13:08";"14";"589522";"rOCCI - A Ruby OCCI Framework";"https://www.openhub.net/p/rOCCI.xml";"https://www.openhub.net/p/rOCCI";"2012-03-01T14:34:38Z";"2014-12-14T18:36:16Z";"http://dev.opennebula.org/projects/ogf-occi";"5.0";"1";"0";"30";"2";"1";"8";"2";"1105";"988";"Ruby";"None";"0";"0";"0";"0";"0";"0"
"328";"caelum/vraptor";"caelum/vraptor";"https://github.com/caelum/vraptor";"207";"373";"21";"2009-03-19 20:02:31";"False";"True";"46";"False";"207";"2015-01-04 00:41:12";"199343";"2015-01-05 13:18:26";"373";"382107";"VRaptor 3";"https://www.openhub.net/p/vraptor3.xml";"https://www.openhub.net/p/vraptor3";"2009-08-17T04:57:48Z";"2014-12-19T14:53:16Z";"http://github.com/caelum/vraptor";"5.0";"2";"0";"40";"2";"10";"129";"96";"6804";"71191";"Java";"True";"1072";"403";"0";"125";"0";"186"
"174";"sensu/sensu-community-plugins";"sensu/sensu-community-plugins";"https://github.com/sensu/sensu-community-plugins";"526";"338";"15";"2011-12-15 20:15:10";"False";"True";"56";"False";"526";"2015-01-05 17:42:09";"7681";"2015-01-05 17:42:09";"338";"587482";"Sensu";"https://www.openhub.net/p/sensu.xml";"https://www.openhub.net/p/sensu";"2011-11-27T07:42:37Z";"2014-12-26T20:19:12Z";"https://github.com/sonian/sensu";"5.0";"3";"0";"70";"4";"246";"414";"1848";"7880";"42366";"Ruby";"False";"25";"21";"0";"13";"0";"12"
"351";"openframeworks/openFrameworks";"openframeworks/openFrameworks";"https://github.com/openframeworks/openFrameworks";"1138";"3250";"18";"2009-10-21 21:55:54";"False";"True";"552";"True";"1138";"2015-01-05 18:59:43";"1343576";"2015-01-05 18:59:43";"3250";"489514";"openFrameworks";"https://www.openhub.net/p/openFrameworks.xml";"https://www.openhub.net/p/openFrameworks";"2011-04-18T16:52:37Z";"2014-11-16T18:43:35Z";"http://www.openframeworks.cc";"5.0";"2";"0";"0";"2";"84";"198";"1504";"9681";"811181";"C++";"True";"4";"1";"0";"0";"0";"0"
"328";"caelum/vraptor";"caelum/vraptor";"https://github.com/caelum/vraptor";"207";"373";"21";"2009-03-19 20:02:31";"False";"True";"46";"False";"207";"2015-01-04 00:41:12";"199343";"2015-01-05 13:18:26";"373";"382107";"VRaptor 3";"https://www.openhub.net/p/vraptor3.xml";"https://www.openhub.net/p/vraptor3";"2009-08-17T04:57:48Z";"2014-12-19T14:53:16Z";"http://github.com/caelum/vraptor";"5.0";"2";"0";"40";"2";"10";"129";"96";"6804";"71191";"Java";"False";"12";"33";"0";"10";"0";"0"
